Job Title,Required Skills,Category
Fashion Designer,"Pattern Making, Market Research, Trend Analysis, Color Theory, Sketching, Textile Knowledge, Draping, Creativity, CAD for Fashion, Sewing",Other
Fashion Designer,"Sketching, Market Research, Trend Analysis, Sewing, Draping, Creativity, Textile Knowledge, Color Theory, CAD for Fashion, Pattern Making",Other
Fashion Designer,"Sketching, Creativity, Color Theory, Market Research, Draping, CAD for Fashion, Sewing, Trend Analysis, Pattern Making, Textile Knowledge",Other
Photographer,"Lightroom, Event Photography, Camera Settings, Adobe Photoshop, Composition, Photo Editing, Creativity, Lighting, Storytelling, Portrait Photography",Other
Photographer,"Event Photography, Creativity, Portrait Photography, Storytelling, Lightroom, Adobe Photoshop, Composition, Camera Settings, Lighting, Photo Editing",Other
Photographer,"Photo Editing, Lightroom, Adobe Photoshop, Composition, Creativity, Event Photography, Storytelling, Camera Settings, Lighting, Portrait Photography",Other
Photographer,"Adobe Photoshop, Storytelling, Camera Settings, Event Photography, Composition, Creativity, Photo Editing, Lightroom, Lighting, Portrait Photography",Other
Photographer,"Camera Settings, Storytelling, Adobe Photoshop, Lightroom, Composition, Portrait Photography, Lighting, Event Photography, Photo Editing, Creativity",Other
Photographer,"Lighting, Photo Editing, Event Photography, Adobe Photoshop, Creativity, Camera Settings, Storytelling, Portrait Photography, Composition, Lightroom",Other
Photographer,"Storytelling, Lightroom, Camera Settings, Portrait Photography, Creativity, Photo Editing, Composition, Lighting, Adobe Photoshop, Event Photography",Other
Photographer,"Storytelling, Camera Settings, Lightroom, Portrait Photography, Adobe Photoshop, Lighting, Composition, Event Photography, Creativity, Photo Editing",Other
Videographer,"Cinematography, Motion Graphics, Color Grading, Sound Design, Storyboarding, Camera Operation, Video Editing, Lighting Techniques, After Effects, Adobe Premiere Pro",Other
Videographer,"After Effects, Cinematography, Video Editing, Camera Operation, Storyboarding, Lighting Techniques, Color Grading, Sound Design, Motion Graphics, Adobe Premiere Pro",Other
Videographer,"Sound Design, Cinematography, After Effects, Adobe Premiere Pro, Camera Operation, Lighting Techniques, Video Editing, Storyboarding, Motion Graphics, Color Grading",Other
Videographer,"Lighting Techniques, Camera Operation, Color Grading, Video Editing, Sound Design, Storyboarding, Adobe Premiere Pro, Cinematography, Motion Graphics, After Effects",Other
Videographer,"Video Editing, Cinematography, Adobe Premiere Pro, Storyboarding, Color Grading, Lighting Techniques, Sound Design, Motion Graphics, After Effects, Camera Operation",Other
Videographer,"Storyboarding, Camera Operation, Color Grading, After Effects, Sound Design, Video Editing, Lighting Techniques, Cinematography, Motion Graphics, Adobe Premiere Pro",Other
Videographer,"Storyboarding, Cinematography, Lighting Techniques, Color Grading, Camera Operation, Sound Design, Motion Graphics, Video Editing, After Effects, Adobe Premiere Pro",Other
Journalist,"Interviewing, Public Speaking, Investigative Research, Ethics, SEO Writing, News Reporting, Social Media Awareness, Fact-Checking, Writing, Multimedia Content",Other
Journalist,"Multimedia Content, Public Speaking, Social Media Awareness, News Reporting, Fact-Checking, Writing, Interviewing, Investigative Research, Ethics, SEO Writing",Other
Journalist,"News Reporting, Social Media Awareness, SEO Writing, Ethics, Public Speaking, Writing, Fact-Checking, Multimedia Content, Interviewing, Investigative Research",Other
Journalist,"SEO Writing, Investigative Research, Interviewing, Public Speaking, Multimedia Content, Fact-Checking, Social Media Awareness, Ethics, News Reporting, Writing",Other
Journalist,"News Reporting, Interviewing, SEO Writing, Public Speaking, Writing, Social Media Awareness, Ethics, Investigative Research, Multimedia Content, Fact-Checking",Other
Journalist,"News Reporting, Public Speaking, SEO Writing, Multimedia Content, Ethics, Interviewing, Writing, Fact-Checking, Social Media Awareness, Investigative Research",Other
Editor,"Fact-Checking, Communication, Storytelling, Proofreading, Content Structuring, SEO Optimization, Grammar & Syntax, AP Style, Time Management, Layout Design",Other
Editor,"Layout Design, SEO Optimization, Time Management, Grammar & Syntax, Content Structuring, Fact-Checking, AP Style, Communication, Proofreading, Storytelling",Other
Editor,"Time Management, Content Structuring, Grammar & Syntax, SEO Optimization, Fact-Checking, Storytelling, Communication, Layout Design, AP Style, Proofreading",Other
Editor,"Time Management, Proofreading, Storytelling, SEO Optimization, Fact-Checking, Layout Design, Communication, Content Structuring, Grammar & Syntax, AP Style",Other
Editor,"AP Style, Communication, Grammar & Syntax, Proofreading, Content Structuring, Layout Design, SEO Optimization, Fact-Checking, Storytelling, Time Management",Other
Editor,"AP Style, Communication, Storytelling, Grammar & Syntax, Content Structuring, Proofreading, Time Management, SEO Optimization, Layout Design, Fact-Checking",Other
TV Producer,"Directing, Public Relations, Marketing, Scriptwriting, Budgeting, Story Development, Post-Production, Negotiation, Video Editing, Team Leadership",Other
TV Producer,"Story Development, Negotiation, Scriptwriting, Directing, Marketing, Team Leadership, Public Relations, Video Editing, Budgeting, Post-Production",Other
TV Producer,"Story Development, Team Leadership, Negotiation, Marketing, Budgeting, Scriptwriting, Post-Production, Video Editing, Public Relations, Directing",Other
TV Producer,"Post-Production, Negotiation, Marketing, Public Relations, Story Development, Budgeting, Directing, Team Leadership, Video Editing, Scriptwriting",Other
TV Producer,"Directing, Video Editing, Budgeting, Negotiation, Team Leadership, Story Development, Public Relations, Post-Production, Marketing, Scriptwriting",Other
TV Producer,"Marketing, Directing, Team Leadership, Video Editing, Story Development, Post-Production, Public Relations, Scriptwriting, Negotiation, Budgeting",Other
TV Producer,"Directing, Negotiation, Video Editing, Budgeting, Public Relations, Marketing, Scriptwriting, Post-Production, Story Development, Team Leadership",Other
Radio Host,"Sound Editing, Interviewing, Public Speaking, Podcasting, Audience Engagement, Script Reading, Marketing, Content Planning, Voice Modulation, Storytelling",Other
Radio Host,"Script Reading, Podcasting, Voice Modulation, Audience Engagement, Storytelling, Public Speaking, Interviewing, Marketing, Sound Editing, Content Planning",Other
Radio Host,"Interviewing, Public Speaking, Script Reading, Audience Engagement, Marketing, Content Planning, Storytelling, Podcasting, Sound Editing, Voice Modulation",Other
Radio Host,"Sound Editing, Marketing, Voice Modulation, Script Reading, Podcasting, Storytelling, Interviewing, Public Speaking, Audience Engagement, Content Planning",Other
Radio Host,"Content Planning, Script Reading, Marketing, Public Speaking, Audience Engagement, Interviewing, Storytelling, Podcasting, Sound Editing, Voice Modulation",Other
Music Producer,"Music Theory, Collaboration, Pro Tools), Mixing & Mastering, FL Studio, Arranging, Audio Effects, Songwriting, Sound Engineering, DAWs (Ableton, Studio Recording, Beat Making",Other
Music Producer,"Beat Making, Arranging, Audio Effects, FL Studio, Mixing & Mastering, Music Theory, Songwriting, DAWs (Ableton, Pro Tools), Sound Engineering, Studio Recording, Collaboration",Other
Music Producer,"Pro Tools), Studio Recording, Mixing & Mastering, Songwriting, Collaboration, Beat Making, DAWs (Ableton, Sound Engineering, Music Theory, Audio Effects, Arranging, FL Studio",Other
Music Producer,"Arranging, Beat Making, Mixing & Mastering, Music Theory, Pro Tools), Collaboration, DAWs (Ableton, Audio Effects, FL Studio, Sound Engineering, Studio Recording, Songwriting",Other
Music Producer,"FL Studio, Beat Making, Studio Recording, DAWs (Ableton, Audio Effects, Collaboration, Music Theory, Mixing & Mastering, Songwriting, Sound Engineering, Pro Tools), Arranging",Other
Singer,"Emotional Expression, Pitch Perfection, Stage Presence, Performance Skills, Songwriting, Audio Recording, Music Theory, Breath Control, Marketing, Vocal Control",Other
Singer,"Audio Recording, Music Theory, Emotional Expression, Performance Skills, Songwriting, Vocal Control, Breath Control, Pitch Perfection, Marketing, Stage Presence",Other
Singer,"Emotional Expression, Performance Skills, Songwriting, Breath Control, Stage Presence, Audio Recording, Music Theory, Pitch Perfection, Vocal Control, Marketing",Other
Singer,"Pitch Perfection, Audio Recording, Songwriting, Breath Control, Stage Presence, Emotional Expression, Music Theory, Marketing, Performance Skills, Vocal Control",Other
Singer,"Marketing, Stage Presence, Pitch Perfection, Performance Skills, Vocal Control, Emotional Expression, Music Theory, Breath Control, Audio Recording, Songwriting",Other
Actor,"Public Speaking, Voice Control, Script Reading, Stage Presence, Auditioning, Improv Skills, Emotional Intelligence, Memorization, Physical Expression, Character Development",Other
Actor,"Voice Control, Memorization, Auditioning, Physical Expression, Script Reading, Emotional Intelligence, Stage Presence, Public Speaking, Improv Skills, Character Development",Other
Actor,"Physical Expression, Public Speaking, Emotional Intelligence, Stage Presence, Memorization, Auditioning, Voice Control, Character Development, Improv Skills, Script Reading",Other
Actor,"Script Reading, Public Speaking, Character Development, Physical Expression, Memorization, Auditioning, Emotional Intelligence, Improv Skills, Stage Presence, Voice Control",Other
Actor,"Voice Control, Physical Expression, Character Development, Public Speaking, Emotional Intelligence, Improv Skills, Script Reading, Stage Presence, Auditioning, Memorization",Other
Actor,"Improv Skills, Emotional Intelligence, Memorization, Physical Expression, Auditioning, Character Development, Stage Presence, Public Speaking, Voice Control, Script Reading",Other
Actor,"Character Development, Script Reading, Memorization, Voice Control, Stage Presence, Improv Skills, Public Speaking, Emotional Intelligence, Physical Expression, Auditioning",Other
Actor,"Physical Expression, Improv Skills, Voice Control, Auditioning, Stage Presence, Character Development, Script Reading, Emotional Intelligence, Memorization, Public Speaking",Other
Voice Actor,"Storytelling, Microphone Technique, Audio Editing, Pronunciation, Emotion Expression, Dubbing, Sound Effects, Vocal Range, Script Reading, Character Development",Other
Voice Actor,"Audio Editing, Pronunciation, Character Development, Microphone Technique, Vocal Range, Storytelling, Script Reading, Emotion Expression, Sound Effects, Dubbing",Other
Voice Actor,"Pronunciation, Script Reading, Vocal Range, Dubbing, Storytelling, Emotion Expression, Sound Effects, Character Development, Audio Editing, Microphone Technique",Other
Voice Actor,"Microphone Technique, Sound Effects, Audio Editing, Vocal Range, Dubbing, Script Reading, Emotion Expression, Pronunciation, Character Development, Storytelling",Other
Voice Actor,"Pronunciation, Emotion Expression, Storytelling, Microphone Technique, Dubbing, Sound Effects, Character Development, Script Reading, Vocal Range, Audio Editing",Other
Dancer,"Coordination, Strength, Musicality, Endurance, Rhythm, Stage Presence, Choreography, Partner Work, Flexibility, Performance Skills",Other
Dancer,"Strength, Choreography, Performance Skills, Endurance, Flexibility, Musicality, Partner Work, Rhythm, Coordination, Stage Presence",Other
Dancer,"Rhythm, Stage Presence, Partner Work, Endurance, Strength, Performance Skills, Choreography, Flexibility, Coordination, Musicality",Other
Dancer,"Endurance, Partner Work, Choreography, Coordination, Rhythm, Stage Presence, Flexibility, Musicality, Performance Skills, Strength",Other
Dancer,"Rhythm, Strength, Partner Work, Performance Skills, Choreography, Stage Presence, Musicality, Flexibility, Endurance, Coordination",Other
Dancer,"Strength, Partner Work, Endurance, Musicality, Rhythm, Performance Skills, Choreography, Coordination, Flexibility, Stage Presence",Other
Dancer,"Choreography, Coordination, Stage Presence, Flexibility, Endurance, Partner Work, Performance Skills, Musicality, Strength, Rhythm",Other
Athlete,"Teamwork, Competitive Mindset, Strategy Planning, Strength Training, Mental Toughness, Nutrition Management, Reflexes, Agility, Injury Prevention, Physical Endurance",Other
Athlete,"Strategy Planning, Competitive Mindset, Mental Toughness, Agility, Strength Training, Injury Prevention, Teamwork, Nutrition Management, Reflexes, Physical Endurance",Other
Athlete,"Injury Prevention, Mental Toughness, Teamwork, Nutrition Management, Physical Endurance, Competitive Mindset, Strength Training, Agility, Strategy Planning, Reflexes",Other
Athlete,"Reflexes, Competitive Mindset, Teamwork, Physical Endurance, Strategy Planning, Agility, Nutrition Management, Strength Training, Mental Toughness, Injury Prevention",Other
Athlete,"Strength Training, Teamwork, Strategy Planning, Injury Prevention, Physical Endurance, Nutrition Management, Competitive Mindset, Agility, Reflexes, Mental Toughness",Other
Athlete,"Nutrition Management, Strategy Planning, Mental Toughness, Teamwork, Strength Training, Physical Endurance, Injury Prevention, Reflexes, Competitive Mindset, Agility",Other
Athlete,"Reflexes, Competitive Mindset, Physical Endurance, Nutrition Management, Strength Training, Injury Prevention, Strategy Planning, Mental Toughness, Agility, Teamwork",Other
Athlete,"Competitive Mindset, Teamwork, Strategy Planning, Nutrition Management, Physical Endurance, Agility, Strength Training, Mental Toughness, Reflexes, Injury Prevention",Other
Athlete,"Strategy Planning, Agility, Teamwork, Competitive Mindset, Reflexes, Injury Prevention, Strength Training, Mental Toughness, Physical Endurance, Nutrition Management",Other
Sports Coach,"Conflict Resolution, Player Development, Fitness Training, Analytics, Game Strategy, Motivation, Communication, Team Management, Leadership, Nutrition",Other
Sports Coach,"Fitness Training, Motivation, Game Strategy, Analytics, Nutrition, Player Development, Communication, Leadership, Team Management, Conflict Resolution",Other
Sports Coach,"Conflict Resolution, Game Strategy, Motivation, Team Management, Fitness Training, Leadership, Communication, Player Development, Nutrition, Analytics",Other
Sports Coach,"Leadership, Player Development, Communication, Nutrition, Team Management, Analytics, Motivation, Game Strategy, Conflict Resolution, Fitness Training",Other
Sports Coach,"Analytics, Fitness Training, Game Strategy, Nutrition, Conflict Resolution, Leadership, Team Management, Motivation, Communication, Player Development",Other
Sports Coach,"Leadership, Analytics, Player Development, Fitness Training, Game Strategy, Team Management, Nutrition, Conflict Resolution, Motivation, Communication",Other
Physical Therapist,"Anatomy, Patient Care, Strength Training, Manual Therapy, Balance Training, Exercise Prescription, Rehabilitation Techniques, Communication, Neuromuscular Therapy, Injury Prevention",Other
Physical Therapist,"Neuromuscular Therapy, Strength Training, Exercise Prescription, Patient Care, Anatomy, Communication, Injury Prevention, Rehabilitation Techniques, Manual Therapy, Balance Training",Other
Physical Therapist,"Strength Training, Rehabilitation Techniques, Balance Training, Patient Care, Injury Prevention, Manual Therapy, Communication, Neuromuscular Therapy, Anatomy, Exercise Prescription",Other
Physical Therapist,"Exercise Prescription, Neuromuscular Therapy, Injury Prevention, Strength Training, Balance Training, Rehabilitation Techniques, Patient Care, Anatomy, Communication, Manual Therapy",Other
Physical Therapist,"Injury Prevention, Manual Therapy, Strength Training, Neuromuscular Therapy, Exercise Prescription, Balance Training, Communication, Patient Care, Rehabilitation Techniques, Anatomy",Other
Physical Therapist,"Injury Prevention, Strength Training, Anatomy, Patient Care, Neuromuscular Therapy, Communication, Manual Therapy, Exercise Prescription, Balance Training, Rehabilitation Techniques",Other
Occupational Therapist,"Patient Communication, Fine Motor Skills, Functional Assessment, Assistive Devices, Cognitive Rehabilitation, Neurological Rehabilitation, Home Adaptation, Therapy Planning, Hand Therapy, Psychological Support",Other
Occupational Therapist,"Home Adaptation, Therapy Planning, Fine Motor Skills, Assistive Devices, Hand Therapy, Functional Assessment, Patient Communication, Neurological Rehabilitation, Psychological Support, Cognitive Rehabilitation",Other
Occupational Therapist,"Home Adaptation, Neurological Rehabilitation, Cognitive Rehabilitation, Patient Communication, Assistive Devices, Functional Assessment, Psychological Support, Therapy Planning, Hand Therapy, Fine Motor Skills",Other
Occupational Therapist,"Cognitive Rehabilitation, Fine Motor Skills, Psychological Support, Assistive Devices, Therapy Planning, Neurological Rehabilitation, Hand Therapy, Patient Communication, Functional Assessment, Home Adaptation",Other
Occupational Therapist,"Psychological Support, Neurological Rehabilitation, Hand Therapy, Functional Assessment, Assistive Devices, Cognitive Rehabilitation, Fine Motor Skills, Therapy Planning, Patient Communication, Home Adaptation",Other
Occupational Therapist,"Home Adaptation, Fine Motor Skills, Assistive Devices, Neurological Rehabilitation, Therapy Planning, Psychological Support, Cognitive Rehabilitation, Hand Therapy, Functional Assessment, Patient Communication",Other
Occupational Therapist,"Functional Assessment, Therapy Planning, Home Adaptation, Hand Therapy, Fine Motor Skills, Neurological Rehabilitation, Assistive Devices, Psychological Support, Patient Communication, Cognitive Rehabilitation",Other
Occupational Therapist,"Psychological Support, Therapy Planning, Cognitive Rehabilitation, Hand Therapy, Neurological Rehabilitation, Home Adaptation, Functional Assessment, Patient Communication, Fine Motor Skills, Assistive Devices",Other
Occupational Therapist,"Hand Therapy, Patient Communication, Cognitive Rehabilitation, Psychological Support, Home Adaptation, Assistive Devices, Therapy Planning, Functional Assessment, Fine Motor Skills, Neurological Rehabilitation",Other
Occupational Therapist,"Neurological Rehabilitation, Functional Assessment, Assistive Devices, Home Adaptation, Psychological Support, Patient Communication, Hand Therapy, Cognitive Rehabilitation, Therapy Planning, Fine Motor Skills",Other
Nutritionist,"Diet Planning, Sports Nutrition, Nutritional Assessments, Meal Planning, Public Health, Metabolism Understanding, Wellness Coaching, Weight Management, Client Counseling, Food Science",Other
Nutritionist,"Client Counseling, Weight Management, Meal Planning, Public Health, Wellness Coaching, Diet Planning, Sports Nutrition, Metabolism Understanding, Nutritional Assessments, Food Science",Other
Nutritionist,"Wellness Coaching, Nutritional Assessments, Sports Nutrition, Meal Planning, Public Health, Weight Management, Client Counseling, Metabolism Understanding, Diet Planning, Food Science",Other
Nutritionist,"Weight Management, Meal Planning, Public Health, Sports Nutrition, Wellness Coaching, Metabolism Understanding, Nutritional Assessments, Food Science, Diet Planning, Client Counseling",Other
Nutritionist,"Food Science, Client Counseling, Sports Nutrition, Metabolism Understanding, Nutritional Assessments, Meal Planning, Wellness Coaching, Diet Planning, Weight Management, Public Health",Other
Psychologist,"Mental Health Assessment, Emotional Intelligence, Counseling, Communication, Ethics, Neuroscience Basics, Behavioral Analysis, Cognitive Therapy, Clinical Research, Empathy",Other
Psychologist,"Communication, Clinical Research, Behavioral Analysis, Neuroscience Basics, Mental Health Assessment, Counseling, Cognitive Therapy, Ethics, Emotional Intelligence, Empathy",Other
Psychologist,"Communication, Counseling, Neuroscience Basics, Empathy, Cognitive Therapy, Behavioral Analysis, Mental Health Assessment, Emotional Intelligence, Clinical Research, Ethics",Other
Psychologist,"Counseling, Empathy, Emotional Intelligence, Communication, Clinical Research, Cognitive Therapy, Ethics, Behavioral Analysis, Mental Health Assessment, Neuroscience Basics",Other
Psychologist,"Mental Health Assessment, Counseling, Cognitive Therapy, Clinical Research, Ethics, Empathy, Behavioral Analysis, Neuroscience Basics, Communication, Emotional Intelligence",Other
Social Worker,"Trauma-Informed Care, Family Counseling, Crisis Intervention, Communication, Therapy Techniques, Legal Knowledge, Community Resources, Support Groups, Case Management, Client Advocacy",Other
Social Worker,"Crisis Intervention, Case Management, Community Resources, Communication, Therapy Techniques, Trauma-Informed Care, Client Advocacy, Support Groups, Family Counseling, Legal Knowledge",Other
Social Worker,"Support Groups, Trauma-Informed Care, Community Resources, Crisis Intervention, Family Counseling, Legal Knowledge, Case Management, Communication, Therapy Techniques, Client Advocacy",Other
Social Worker,"Family Counseling, Community Resources, Client Advocacy, Case Management, Legal Knowledge, Therapy Techniques, Crisis Intervention, Communication, Trauma-Informed Care, Support Groups",Other
Social Worker,"Trauma-Informed Care, Community Resources, Support Groups, Crisis Intervention, Family Counseling, Case Management, Communication, Therapy Techniques, Legal Knowledge, Client Advocacy",Other
Police Officer,"Firearms Training, Ethical Decision-Making, Crisis Management, Self-Defense, Communication, Community Engagement, Conflict Resolution, Investigation Techniques, Report Writing, Criminal Law",Other
Police Officer,"Self-Defense, Crisis Management, Report Writing, Communication, Firearms Training, Investigation Techniques, Community Engagement, Criminal Law, Ethical Decision-Making, Conflict Resolution",Other
Police Officer,"Firearms Training, Ethical Decision-Making, Self-Defense, Investigation Techniques, Crisis Management, Communication, Conflict Resolution, Report Writing, Criminal Law, Community Engagement",Other
Police Officer,"Ethical Decision-Making, Report Writing, Criminal Law, Communication, Crisis Management, Community Engagement, Firearms Training, Conflict Resolution, Investigation Techniques, Self-Defense",Other
Police Officer,"Self-Defense, Investigation Techniques, Communication, Community Engagement, Report Writing, Conflict Resolution, Crisis Management, Criminal Law, Ethical Decision-Making, Firearms Training",Other
Police Officer,"Self-Defense, Conflict Resolution, Investigation Techniques, Communication, Criminal Law, Ethical Decision-Making, Report Writing, Firearms Training, Community Engagement, Crisis Management",Other
Police Officer,"Investigation Techniques, Crisis Management, Report Writing, Community Engagement, Criminal Law, Conflict Resolution, Self-Defense, Ethical Decision-Making, Communication, Firearms Training",Other
Police Officer,"Firearms Training, Report Writing, Crisis Management, Ethical Decision-Making, Investigation Techniques, Communication, Conflict Resolution, Criminal Law, Self-Defense, Community Engagement",Other
Police Officer,"Investigation Techniques, Ethical Decision-Making, Self-Defense, Report Writing, Firearms Training, Conflict Resolution, Criminal Law, Crisis Management, Community Engagement, Communication",Other
Police Officer,"Investigation Techniques, Criminal Law, Ethical Decision-Making, Crisis Management, Firearms Training, Self-Defense, Community Engagement, Communication, Conflict Resolution, Report Writing",Other
Detective,"Report Writing, Evidence Collection, Criminal Profiling, Interviewing Witnesses, Research, Logical Reasoning, Investigation, Problem-Solving, Court Testimony, Surveillance",Other
Detective,"Surveillance, Interviewing Witnesses, Logical Reasoning, Investigation, Research, Criminal Profiling, Report Writing, Problem-Solving, Court Testimony, Evidence Collection",Other
Detective,"Court Testimony, Interviewing Witnesses, Criminal Profiling, Surveillance, Research, Investigation, Evidence Collection, Problem-Solving, Report Writing, Logical Reasoning",Other
Detective,"Research, Logical Reasoning, Report Writing, Problem-Solving, Interviewing Witnesses, Investigation, Surveillance, Criminal Profiling, Court Testimony, Evidence Collection",Other
Detective,"Investigation, Research, Interviewing Witnesses, Court Testimony, Criminal Profiling, Evidence Collection, Surveillance, Logical Reasoning, Problem-Solving, Report Writing",Other
Firefighter,"Hazardous Materials Handling, Emergency Response, First Aid, Fire Safety, Equipment Maintenance, Crisis Management, Fire Suppression, Search & Rescue, Physical Fitness, Teamwork",Other
Firefighter,"Fire Safety, Teamwork, Physical Fitness, Equipment Maintenance, Hazardous Materials Handling, Emergency Response, Crisis Management, Search & Rescue, First Aid, Fire Suppression",Other
Firefighter,"Crisis Management, Physical Fitness, Fire Suppression, First Aid, Emergency Response, Fire Safety, Equipment Maintenance, Hazardous Materials Handling, Search & Rescue, Teamwork",Other
Firefighter,"Hazardous Materials Handling, Teamwork, Physical Fitness, Emergency Response, Fire Suppression, Fire Safety, Search & Rescue, First Aid, Equipment Maintenance, Crisis Management",Other
Firefighter,"Teamwork, Fire Suppression, Fire Safety, First Aid, Hazardous Materials Handling, Equipment Maintenance, Emergency Response, Search & Rescue, Physical Fitness, Crisis Management",Other
Firefighter,"Fire Safety, Physical Fitness, Search & Rescue, Fire Suppression, Crisis Management, Teamwork, First Aid, Equipment Maintenance, Hazardous Materials Handling, Emergency Response",Other
Firefighter,"Crisis Management, Physical Fitness, Teamwork, Fire Suppression, Hazardous Materials Handling, Fire Safety, Emergency Response, Equipment Maintenance, First Aid, Search & Rescue",Other
Firefighter,"Crisis Management, Equipment Maintenance, Search & Rescue, Emergency Response, Hazardous Materials Handling, Fire Suppression, Fire Safety, Teamwork, First Aid, Physical Fitness",Other
Firefighter,"Fire Suppression, Teamwork, Emergency Response, First Aid, Fire Safety, Crisis Management, Physical Fitness, Equipment Maintenance, Hazardous Materials Handling, Search & Rescue",Other
Paramedic,"Decision-Making, Crisis Management, Documentation, Patient Transport, First Aid, Emergency Medicine, Trauma Care, Medical Equipment Handling, CPR, Communication",Other
Paramedic,"Medical Equipment Handling, Patient Transport, Documentation, Communication, Trauma Care, CPR, Emergency Medicine, Crisis Management, Decision-Making, First Aid",Other
Paramedic,"CPR, Documentation, Decision-Making, Crisis Management, First Aid, Patient Transport, Emergency Medicine, Communication, Trauma Care, Medical Equipment Handling",Other
Paramedic,"Decision-Making, Medical Equipment Handling, Patient Transport, Communication, Emergency Medicine, First Aid, CPR, Trauma Care, Crisis Management, Documentation",Other
Paramedic,"First Aid, Documentation, Decision-Making, Crisis Management, CPR, Trauma Care, Communication, Medical Equipment Handling, Emergency Medicine, Patient Transport",Other
Paramedic,"First Aid, Crisis Management, Medical Equipment Handling, CPR, Decision-Making, Emergency Medicine, Patient Transport, Communication, Trauma Care, Documentation",Other
Paramedic,"CPR, Communication, Patient Transport, First Aid, Emergency Medicine, Decision-Making, Documentation, Trauma Care, Medical Equipment Handling, Crisis Management",Other
Paramedic,"Documentation, Trauma Care, Decision-Making, First Aid, Crisis Management, Patient Transport, Medical Equipment Handling, Emergency Medicine, CPR, Communication",Other
Paramedic,"CPR, Communication, Patient Transport, Trauma Care, Decision-Making, First Aid, Medical Equipment Handling, Emergency Medicine, Crisis Management, Documentation",Other
Surgeon,"Surgical Procedures, Decision-Making, Patient Communication, Research, Medical Ethics, Stress Management, Precision, Risk Management, Anatomy, Hand-Eye Coordination",Other
Surgeon,"Stress Management, Surgical Procedures, Decision-Making, Patient Communication, Medical Ethics, Hand-Eye Coordination, Research, Precision, Anatomy, Risk Management",Other
Surgeon,"Patient Communication, Hand-Eye Coordination, Research, Anatomy, Precision, Decision-Making, Stress Management, Medical Ethics, Risk Management, Surgical Procedures",Other
Surgeon,"Hand-Eye Coordination, Stress Management, Anatomy, Surgical Procedures, Risk Management, Medical Ethics, Precision, Patient Communication, Decision-Making, Research",Other
Surgeon,"Anatomy, Stress Management, Precision, Medical Ethics, Decision-Making, Research, Hand-Eye Coordination, Surgical Procedures, Patient Communication, Risk Management",Other
Surgeon,"Anatomy, Patient Communication, Research, Stress Management, Surgical Procedures, Risk Management, Hand-Eye Coordination, Precision, Decision-Making, Medical Ethics",Other
Nurse,"Emergency Response, CPR, Medication Administration, Record-Keeping, Patient Care, Teamwork, Communication, Medical Equipment Handling, Emotional Intelligence, Infection Control",Healthcare & Medical
Nurse,"Emergency Response, Emotional Intelligence, CPR, Medical Equipment Handling, Infection Control, Teamwork, Communication, Medication Administration, Patient Care, Record-Keeping",Healthcare & Medical
Nurse,"Medication Administration, Communication, Infection Control, Teamwork, Medical Equipment Handling, Emotional Intelligence, CPR, Record-Keeping, Patient Care, Emergency Response",Healthcare & Medical
Nurse,"Record-Keeping, Patient Care, Emotional Intelligence, CPR, Communication, Teamwork, Emergency Response, Medication Administration, Infection Control, Medical Equipment Handling",Healthcare & Medical
Nurse,"Patient Care, Record-Keeping, Infection Control, Teamwork, Emotional Intelligence, Medical Equipment Handling, Communication, CPR, Medication Administration, Emergency Response",Healthcare & Medical
Nurse,"Patient Care, Medication Administration, Record-Keeping, Infection Control, CPR, Communication, Medical Equipment Handling, Teamwork, Emotional Intelligence, Emergency Response",Healthcare & Medical
Nurse,"Communication, Medication Administration, Emotional Intelligence, Patient Care, Infection Control, Record-Keeping, Teamwork, Medical Equipment Handling, Emergency Response, CPR",Healthcare & Medical
Nurse,"Record-Keeping, Teamwork, Emotional Intelligence, Infection Control, Patient Care, Emergency Response, Medical Equipment Handling, Medication Administration, CPR, Communication",Healthcare & Medical
Pharmacist,"Drug Knowledge, Insurance Processing, Patient Counseling, Public Health Awareness, Attention to Detail, Communication, Inventory Control, Prescription Management, Pharmacovigilance, Medical Ethics",Other
Pharmacist,"Patient Counseling, Insurance Processing, Drug Knowledge, Communication, Pharmacovigilance, Medical Ethics, Attention to Detail, Prescription Management, Inventory Control, Public Health Awareness",Other
Pharmacist,"Attention to Detail, Inventory Control, Drug Knowledge, Public Health Awareness, Insurance Processing, Communication, Prescription Management, Patient Counseling, Pharmacovigilance, Medical Ethics",Other
Pharmacist,"Drug Knowledge, Public Health Awareness, Pharmacovigilance, Inventory Control, Insurance Processing, Communication, Patient Counseling, Medical Ethics, Prescription Management, Attention to Detail",Other
Pharmacist,"Attention to Detail, Insurance Processing, Drug Knowledge, Public Health Awareness, Pharmacovigilance, Prescription Management, Medical Ethics, Inventory Control, Communication, Patient Counseling",Other
Pharmacist,"Pharmacovigilance, Insurance Processing, Drug Knowledge, Attention to Detail, Inventory Control, Medical Ethics, Patient Counseling, Public Health Awareness, Prescription Management, Communication",Other
Pharmacist,"Medical Ethics, Inventory Control, Prescription Management, Patient Counseling, Attention to Detail, Pharmacovigilance, Public Health Awareness, Drug Knowledge, Insurance Processing, Communication",Other
Dentist,"Anesthesia, Dexterity, Patient Care, Oral Health, Dental Surgery, Hygiene Education, Communication, Cosmetic Dentistry, X-ray Interpretation, Problem-Solving",Other
